date,time_block,bed,total_patient_volume
9/16/2022,20,252,209.0
9/17/2022,0,252,218.0
9/17/2022,4,252,222.0
9/17/2022,8,252,223.0
9/17/2022,12,252,223.0
9/17/2022,16,252,207.0
9/17/2022,20,252,211.0
9/18/2022,0,252,215.0
9/18/2022,4,252,219.0
9/18/2022,8,252,219.0
9/18/2022,12,252,218.0
9/18/2022,16,252,207.0
9/18/2022,20,252,208.0
9/19/2022,0,252,214.0
9/19/2022,4,252,214.0
9/19/2022,8,252,216.0
9/19/2022,12,252,214.0
9/19/2022,16,252,205.0
9/19/2022,20,252,208.0
9/20/2022,0,252,213.0
9/20/2022,4,252,218.0
9/20/2022,8,252,218.0
9/20/2022,12,252,213.0
9/20/2022,16,252,203.0
9/20/2022,20,252,212.0
9/21/2022,0,252,218.0
9/21/2022,4,252,218.0
9/21/2022,8,252,219.0
9/21/2022,12,252,220.0
9/21/2022,16,252,202.0
9/21/2022,20,252,204.0
9/22/2022,0,252,212.0
9/22/2022,4,252,215.0
9/22/2022,8,252,217.0
9/22/2022,12,252,217.0
9/22/2022,16,252,213.0
9/22/2022,20,252,215.0
9/23/2022,0,252,221.0
9/23/2022,4,252,222.0
9/23/2022,8,252,223.0
9/23/2022,12,252,219.0
9/23/2022,16,252,193.0
9/23/2022,20,252,199.0
9/24/2022,0,252,202.0
9/24/2022,4,252,207.0
9/24/2022,8,252,211.0
9/24/2022,12,252,211.0
9/24/2022,16,252,196.0
9/24/2022,20,252,199.0
9/25/2022,0,252,203.0
9/25/2022,4,252,202.0
9/25/2022,8,252,203.0
9/25/2022,12,252,203.0
9/25/2022,16,252,194.0
9/25/2022,20,252,196.0
9/26/2022,0,252,200.0
9/26/2022,4,252,201.0
9/26/2022,8,252,204.0
9/26/2022,12,252,205.0
9/26/2022,16,252,204.0
9/26/2022,20,252,211.0
9/27/2022,0,252,218.0
9/27/2022,4,252,226.0
9/27/2022,8,252,226.0
9/27/2022,12,252,223.0
9/27/2022,16,252,213.0
9/27/2022,20,252,216.0
9/28/2022,0,252,224.0
9/28/2022,4,252,227.0
9/28/2022,8,252,226.0
9/28/2022,12,252,225.0
9/28/2022,16,252,210.0
9/28/2022,20,252,215.0
9/29/2022,0,252,222.0
9/29/2022,4,252,225.0
9/29/2022,8,252,225.0
9/29/2022,12,252,221.0
9/29/2022,16,252,213.0
9/29/2022,20,252,208.0
9/30/2022,0,252,214.0
9/30/2022,4,252,215.0
9/30/2022,8,252,216.0
9/30/2022,12,252,212.0
9/30/2022,16,252,199.0
9/30/2022,20,252,196.0
10/1/2022,0,252,200.0
10/1/2022,4,252,206.0
10/1/2022,8,252,206.0
10/1/2022,12,252,206.0
10/1/2022,16,252,186.0
10/1/2022,20,252,184.0
10/2/2022,0,252,190.0
10/2/2022,4,252,193.0
10/2/2022,8,252,195.0
10/2/2022,12,252,198.0
10/2/2022,16,252,193.0
10/2/2022,20,252,200.0
10/3/2022,0,252,209.0
10/3/2022,4,252,210.0
10/3/2022,8,252,211.0
10/3/2022,12,252,206.0
10/3/2022,16,252,201.0
10/3/2022,20,252,208.0
10/4/2022,0,252,214.0
10/4/2022,4,252,217.0
10/4/2022,8,252,217.0
10/4/2022,12,252,218.0
10/4/2022,16,252,202.0
10/4/2022,20,252,214.0
10/5/2022,0,252,217.0
10/5/2022,4,252,217.0
10/5/2022,8,252,218.0
10/5/2022,12,252,219.0
10/5/2022,16,252,207.0
10/5/2022,20,252,208.0
10/6/2022,0,252,210.0
10/6/2022,4,252,214.0
10/6/2022,8,252,215.0
10/6/2022,12,252,215.0
10/6/2022,16,252,194.0
10/6/2022,20,252,196.0
10/7/2022,0,252,200.0
10/7/2022,4,252,202.0
10/7/2022,8,252,205.0
10/7/2022,12,252,202.0
10/7/2022,16,252,186.0
10/7/2022,20,252,189.0
10/8/2022,0,252,199.0
10/8/2022,4,252,203.0
10/8/2022,8,252,205.0
10/8/2022,12,252,207.0
10/8/2022,16,252,188.0
10/8/2022,20,252,192.0
10/9/2022,0,252,198.0
10/9/2022,4,252,200.0
10/9/2022,8,252,201.0
10/9/2022,12,252,199.0
10/9/2022,16,252,201.0
10/9/2022,20,252,204.0
10/10/2022,0,252,209.0
10/10/2022,4,252,214.0
10/10/2022,8,252,216.0
10/10/2022,12,252,216.0
10/10/2022,16,252,211.0
10/10/2022,20,252,213.0
10/11/2022,0,252,216.0
10/11/2022,4,252,221.0
10/11/2022,8,252,222.0
10/11/2022,12,252,220.0
10/11/2022,16,252,196.0
10/11/2022,20,252,202.0
10/12/2022,0,252,211.0
10/12/2022,4,252,215.0
10/12/2022,8,252,215.0
10/12/2022,12,252,212.0
10/12/2022,16,252,192.0
10/12/2022,20,252,198.0
10/13/2022,0,252,206.0
10/13/2022,4,252,216.0
10/13/2022,8,252,221.0
10/13/2022,12,252,224.0
10/13/2022,16,252,215.0
10/13/2022,20,252,215.0
10/14/2022,0,252,224.0
10/14/2022,4,252,225.0
10/14/2022,8,252,227.0
10/14/2022,12,252,227.0
10/14/2022,16,252,215.0
10/14/2022,20,252,213.0
10/15/2022,0,252,222.0
10/15/2022,4,252,234.0
10/15/2022,8,252,234.0
10/15/2022,12,252,234.0
10/15/2022,16,252,218.0
10/15/2022,20,252,220.0
10/16/2022,0,252,225.0
10/16/2022,4,252,228.0
10/16/2022,8,252,229.0
10/16/2022,12,252,230.0
10/16/2022,16,252,222.0
10/16/2022,20,252,222.0
10/17/2022,0,252,222.0
10/17/2022,4,252,223.0
10/17/2022,8,252,225.0
10/17/2022,12,252,222.0
10/17/2022,16,252,223.0
10/17/2022,20,252,226.0
10/18/2022,0,252,231.0
10/18/2022,4,252,231.0
10/18/2022,8,252,231.0
10/18/2022,12,252,228.0
10/18/2022,16,252,216.0
10/18/2022,20,252,215.0
10/19/2022,0,252,219.0
10/19/2022,4,252,222.0
10/19/2022,8,252,222.0
10/19/2022,12,252,221.0
10/19/2022,16,252,208.0
10/19/2022,20,252,212.0
10/20/2022,0,252,225.0
10/20/2022,4,252,226.0
10/20/2022,8,252,229.0
10/20/2022,12,252,227.0
10/20/2022,16,252,216.0
10/20/2022,20,252,214.0
10/21/2022,0,252,220.0
10/21/2022,4,252,226.0
10/21/2022,8,252,228.0
10/21/2022,12,252,228.0
10/21/2022,16,252,207.0
10/21/2022,20,252,214.0
10/22/2022,0,252,218.0
10/22/2022,4,252,222.0
10/22/2022,8,252,223.0
10/22/2022,12,252,224.0
10/22/2022,16,252,206.0
10/22/2022,20,252,209.0
10/23/2022,0,252,211.0
10/23/2022,4,252,216.0
10/23/2022,8,252,217.0
10/23/2022,12,252,216.0
10/23/2022,16,252,211.0
10/23/2022,20,252,219.0
10/24/2022,0,252,223.0
10/24/2022,4,252,225.0
10/24/2022,8,252,228.0
10/24/2022,12,252,227.0
10/24/2022,16,252,219.0
10/24/2022,20,252,222.0
10/25/2022,0,271,225.0
10/25/2022,4,271,227.0
10/25/2022,8,271,227.0
10/25/2022,12,271,224.0
10/25/2022,16,271,221.0
10/25/2022,20,271,231.0
10/26/2022,0,271,241.0
10/26/2022,4,271,248.0
10/26/2022,8,271,249.0
10/26/2022,12,271,246.0
10/26/2022,16,271,223.0
10/26/2022,20,271,230.0
10/27/2022,0,271,240.0
10/27/2022,4,271,240.0
10/27/2022,8,271,241.0
10/27/2022,12,271,240.0
10/27/2022,16,271,220.0
10/27/2022,20,271,220.0
10/28/2022,0,271,227.0
10/28/2022,4,271,231.0
10/28/2022,8,271,231.0
10/28/2022,12,271,228.0
10/28/2022,16,271,213.0
10/28/2022,20,271,215.0
10/29/2022,0,271,216.0
10/29/2022,4,271,222.0
10/29/2022,8,271,226.0
10/29/2022,12,271,226.0
10/29/2022,16,271,210.0
10/29/2022,20,271,215.0
10/30/2022,0,271,219.0
10/30/2022,4,271,224.0
10/30/2022,8,271,226.0
10/30/2022,12,271,227.0
10/30/2022,16,271,219.0
10/30/2022,20,271,227.0
10/31/2022,0,271,227.0
10/31/2022,4,271,231.0
10/31/2022,8,271,232.0
10/31/2022,12,271,231.0
10/31/2022,16,271,231.0
10/31/2022,20,271,233.0
11/1/2022,0,271,240.0
11/1/2022,4,271,242.0
11/1/2022,8,271,243.0
11/1/2022,12,271,239.0
11/1/2022,16,271,223.0
11/1/2022,20,271,218.0
11/2/2022,0,271,227.0
11/2/2022,4,271,228.0
11/2/2022,8,271,228.0
11/2/2022,12,271,226.0
11/2/2022,16,271,211.0
11/2/2022,20,271,211.0
11/3/2022,0,271,219.0
11/3/2022,4,271,226.0
11/3/2022,8,271,228.0
11/3/2022,12,271,228.0
11/3/2022,16,271,219.0
11/3/2022,20,271,218.0
11/4/2022,0,271,223.0
11/4/2022,4,271,225.0
11/4/2022,8,271,225.0
11/4/2022,12,271,216.0
11/4/2022,16,271,208.0
11/4/2022,20,271,202.0
11/5/2022,0,271,211.0
11/5/2022,4,271,216.0
11/5/2022,8,271,216.0
11/5/2022,12,271,215.0
11/5/2022,16,271,201.0
11/5/2022,20,271,206.0
11/6/2022,0,271,209.0
11/6/2022,4,271,210.0
11/6/2022,8,271,210.0
11/6/2022,12,271,209.0
11/6/2022,16,271,199.0
11/6/2022,20,271,208.0
11/7/2022,0,271,212.0
11/7/2022,4,271,216.0
11/7/2022,8,271,219.0
11/7/2022,12,271,215.0
11/7/2022,16,271,208.0
11/7/2022,20,271,215.0
11/8/2022,0,271,218.0
11/8/2022,4,271,221.0
11/8/2022,8,271,222.0
11/8/2022,12,271,222.0
11/8/2022,16,271,205.0
11/8/2022,20,271,209.0
11/9/2022,0,271,220.0
11/9/2022,4,271,221.0
11/9/2022,8,271,223.0
11/9/2022,12,271,222.0
11/9/2022,16,271,207.0
11/9/2022,20,271,209.0
11/10/2022,0,271,220.0
11/10/2022,4,271,223.0
11/10/2022,8,271,222.0
11/10/2022,12,271,222.0
11/10/2022,16,271,209.0
11/10/2022,20,271,216.0
11/11/2022,0,271,226.0
11/11/2022,4,271,231.0
11/11/2022,8,271,232.0
11/11/2022,12,271,233.0
11/11/2022,16,271,217.0
11/11/2022,20,271,218.0
11/12/2022,0,271,226.0
11/12/2022,4,271,231.0
11/12/2022,8,271,232.0
11/12/2022,12,271,233.0
11/12/2022,16,271,219.0
11/12/2022,20,271,222.0
11/13/2022,0,271,229.0
11/13/2022,4,271,234.0
11/13/2022,8,271,238.0
11/13/2022,12,271,239.0
11/13/2022,16,271,231.0
11/13/2022,20,271,231.0
11/14/2022,0,271,234.0
11/14/2022,4,271,236.0
11/14/2022,8,271,236.0
11/14/2022,12,271,231.0
11/14/2022,16,271,226.0
11/14/2022,20,271,237.0
11/15/2022,0,271,239.0
11/15/2022,4,271,241.0
11/15/2022,8,271,241.0
11/15/2022,12,271,239.0
11/15/2022,16,271,224.0
11/15/2022,20,271,222.0
11/16/2022,0,271,228.0
11/16/2022,4,271,237.0
11/16/2022,8,271,238.0
11/16/2022,12,271,238.0
11/16/2022,16,271,222.0
11/16/2022,20,271,218.0
11/17/2022,0,271,224.0
11/17/2022,4,271,227.0
11/17/2022,8,271,228.0
11/17/2022,12,271,227.0
11/17/2022,16,271,212.0
11/17/2022,20,271,217.0
11/18/2022,0,271,223.0
11/18/2022,4,271,226.0
11/18/2022,8,271,226.0
11/18/2022,12,271,224.0
11/18/2022,16,271,211.0
11/18/2022,20,271,219.0
11/19/2022,0,271,226.0
11/19/2022,4,271,228.0
11/19/2022,8,271,231.0
11/19/2022,12,271,232.0
11/19/2022,16,271,211.0
11/19/2022,20,271,216.0
11/20/2022,0,271,222.0
11/20/2022,4,271,221.0
11/20/2022,8,271,223.0
11/20/2022,12,271,223.0
11/20/2022,16,271,213.0
11/20/2022,20,271,222.0
11/21/2022,0,271,225.0
11/21/2022,4,271,227.0
11/21/2022,8,271,227.0
11/21/2022,12,271,228.0
11/21/2022,16,271,218.0
11/21/2022,20,271,222.0
11/22/2022,0,271,228.0
11/22/2022,4,271,233.0
11/22/2022,8,271,234.0
11/22/2022,12,271,236.0
11/22/2022,16,271,223.0
11/22/2022,20,271,230.0
11/23/2022,0,271,239.0
11/23/2022,4,271,243.0
11/23/2022,8,271,244.0
11/23/2022,12,271,242.0
11/23/2022,16,271,224.0
11/23/2022,20,271,226.0
11/24/2022,0,271,235.0
11/24/2022,4,271,242.0
11/24/2022,8,271,243.0
11/24/2022,12,271,241.0
11/24/2022,16,271,219.0
11/24/2022,20,271,222.0
11/25/2022,0,271,229.0
11/25/2022,4,271,233.0
11/25/2022,8,271,234.0
11/25/2022,12,271,233.0
11/25/2022,16,271,222.0
11/25/2022,20,271,225.0
11/26/2022,0,271,232.0
11/26/2022,4,271,235.0
11/26/2022,8,271,235.0
11/26/2022,12,271,236.0
11/26/2022,16,271,219.0
11/26/2022,20,271,225.0
11/27/2022,0,271,228.0
11/27/2022,4,271,230.0
11/27/2022,8,271,232.0
11/27/2022,12,271,234.0
11/27/2022,16,271,223.0
11/27/2022,20,271,230.0
11/28/2022,0,271,236.0
11/28/2022,4,271,237.0
11/28/2022,8,271,236.0
11/28/2022,12,271,234.0
11/28/2022,16,271,232.0
11/28/2022,20,271,238.0
11/29/2022,0,271,243.0
11/29/2022,4,271,244.0
11/29/2022,8,271,245.0
11/29/2022,12,271,243.0
11/29/2022,16,271,232.0
11/29/2022,20,271,238.0
11/30/2022,0,271,244.0
11/30/2022,4,271,246.0
11/30/2022,8,271,246.0
11/30/2022,12,271,245.0
11/30/2022,16,271,232.0
11/30/2022,20,271,227.0
12/1/2022,0,271,239.0
12/1/2022,4,271,242.0
12/1/2022,8,271,243.0
12/1/2022,12,271,241.0
12/1/2022,16,271,224.0
12/1/2022,20,271,224.0
12/2/2022,0,271,229.0
12/2/2022,4,271,234.0
12/2/2022,8,271,236.0
12/2/2022,12,271,240.0
12/2/2022,16,271,219.0
12/2/2022,20,271,218.0
12/3/2022,0,271,228.0
12/3/2022,4,271,232.0
12/3/2022,8,271,234.0
12/3/2022,12,271,232.0
12/3/2022,16,271,214.0
12/3/2022,20,271,220.0
12/4/2022,0,271,222.0
12/4/2022,4,271,227.0
12/4/2022,8,271,230.0
12/4/2022,12,271,231.0
12/4/2022,16,271,225.0
12/4/2022,20,271,227.0
12/5/2022,0,271,231.0
12/5/2022,4,271,233.0
12/5/2022,8,271,234.0
12/5/2022,12,271,235.0
12/5/2022,16,271,222.0
12/5/2022,20,271,222.0
12/6/2022,0,271,227.0
12/6/2022,4,271,235.0
12/6/2022,8,271,235.0
12/6/2022,12,271,235.0
12/6/2022,16,271,221.0
12/6/2022,20,271,227.0
12/7/2022,0,271,229.0
12/7/2022,4,271,232.0
12/7/2022,8,271,233.0
12/7/2022,12,271,237.0
12/7/2022,16,271,215.0
12/7/2022,20,271,209.0
12/8/2022,0,271,217.0
12/8/2022,4,271,218.0
12/8/2022,8,271,220.0
12/8/2022,12,271,219.0
12/8/2022,16,271,210.0
12/8/2022,20,271,216.0
12/9/2022,0,271,219.0
12/9/2022,4,271,222.0
12/9/2022,8,271,221.0
12/9/2022,12,271,222.0
12/9/2022,16,271,204.0
12/9/2022,20,271,200.0
12/10/2022,0,271,212.0
12/10/2022,4,271,219.0
12/10/2022,8,271,219.0
12/10/2022,12,271,218.0
12/10/2022,16,271,207.0
12/10/2022,20,271,210.0
12/11/2022,0,271,218.0
12/11/2022,4,271,218.0
12/11/2022,8,271,219.0
12/11/2022,12,271,217.0
12/11/2022,16,271,208.0
12/11/2022,20,271,215.0
12/12/2022,0,271,216.0
12/12/2022,4,271,224.0
12/12/2022,8,271,227.0
12/12/2022,12,271,229.0
12/12/2022,16,271,218.0
12/12/2022,20,271,220.0
12/13/2022,0,271,223.0
12/13/2022,4,271,226.0
12/13/2022,8,271,228.0
12/13/2022,12,271,228.0
12/13/2022,16,271,214.0
12/13/2022,20,271,221.0
12/14/2022,0,271,230.0
12/14/2022,4,271,233.0
12/14/2022,8,271,234.0
12/14/2022,12,271,234.0
12/14/2022,16,271,220.0
12/14/2022,20,271,220.0
12/15/2022,0,271,222.0
12/15/2022,4,271,226.0
12/15/2022,8,271,227.0
12/15/2022,12,271,225.0
12/15/2022,16,271,218.0
12/15/2022,20,271,213.0
12/16/2022,0,271,216.0
12/16/2022,4,271,220.0
12/16/2022,8,271,224.0
12/16/2022,12,271,224.0
12/16/2022,16,271,209.0
12/16/2022,20,271,215.0
12/17/2022,0,271,224.0
12/17/2022,4,271,231.0
12/17/2022,8,271,233.0
12/17/2022,12,271,232.0
12/17/2022,16,271,208.0
12/17/2022,20,271,215.0
12/18/2022,0,271,219.0
12/18/2022,4,271,224.0
12/18/2022,8,271,227.0
12/18/2022,12,271,228.0
12/18/2022,16,271,220.0
12/18/2022,20,271,220.0
12/19/2022,0,271,227.0
12/19/2022,4,271,234.0
12/19/2022,8,271,234.0
12/19/2022,12,271,235.0
12/19/2022,16,271,235.0
12/19/2022,20,271,241.0
12/20/2022,0,271,247.0
12/20/2022,4,271,253.0
12/20/2022,8,271,253.0
12/20/2022,12,271,250.0
12/20/2022,16,271,232.0
12/20/2022,20,271,239.0
12/21/2022,0,271,246.0
12/21/2022,4,271,248.0
12/21/2022,8,271,248.0
12/21/2022,12,271,246.0
12/21/2022,16,271,231.0
12/21/2022,20,271,230.0
12/22/2022,0,271,238.0
12/22/2022,4,271,243.0
12/22/2022,8,271,246.0
12/22/2022,12,271,246.0
12/22/2022,16,271,231.0
12/22/2022,20,271,228.0
12/23/2022,0,271,231.0
12/23/2022,4,271,234.0
12/23/2022,8,271,237.0
12/23/2022,12,271,237.0
12/23/2022,16,271,215.0
12/23/2022,20,271,211.0
12/24/2022,0,271,217.0
12/24/2022,4,271,219.0
12/24/2022,8,271,220.0
12/24/2022,12,271,222.0
12/24/2022,16,271,209.0
12/24/2022,20,271,210.0
12/25/2022,0,271,215.0
12/25/2022,4,271,219.0
12/25/2022,8,271,222.0
12/25/2022,12,271,223.0
12/25/2022,16,271,210.0
12/25/2022,20,271,219.0
12/26/2022,0,271,225.0
12/26/2022,4,271,232.0
12/26/2022,8,271,233.0
12/26/2022,12,271,233.0
12/26/2022,16,271,220.0
12/26/2022,20,271,225.0
12/27/2022,0,271,232.0
12/27/2022,4,271,240.0
12/27/2022,8,271,241.0
12/27/2022,12,271,242.0
12/27/2022,16,271,234.0
12/27/2022,20,271,239.0
12/28/2022,0,271,250.0
12/28/2022,4,271,255.0
12/28/2022,8,271,255.0
12/28/2022,12,271,253.0
12/28/2022,16,271,235.0
12/28/2022,20,271,233.0
12/29/2022,0,271,238.0
12/29/2022,4,271,241.0
12/29/2022,8,271,243.0
12/29/2022,12,271,240.0
12/29/2022,16,271,220.0
12/29/2022,20,271,221.0
12/30/2022,0,271,227.0
12/30/2022,4,271,232.0
12/30/2022,8,271,234.0
12/30/2022,12,271,233.0
12/30/2022,16,271,214.0
12/30/2022,20,271,216.0
12/31/2022,0,271,221.0
12/31/2022,4,271,223.0
12/31/2022,8,271,227.0
12/31/2022,12,271,226.0
12/31/2022,16,271,209.0
12/31/2022,20,271,210.0
1/1/2023,0,271,217.0
1/1/2023,4,271,224.0
1/1/2023,8,271,224.0
1/1/2023,12,271,225.0
1/1/2023,16,271,221.0
1/1/2023,20,271,221.0
1/2/2023,0,271,227.0
1/2/2023,4,271,232.0
1/2/2023,8,271,234.0
1/2/2023,12,271,234.0
1/2/2023,16,271,223.0
1/2/2023,20,271,230.0
1/3/2023,0,271,238.0
1/3/2023,4,271,241.0
1/3/2023,8,271,242.0
1/3/2023,12,271,241.0
1/3/2023,16,271,247.0
1/3/2023,20,271,248.0
1/4/2023,0,271,253.0
1/4/2023,4,271,254.0
1/4/2023,8,271,254.0
1/4/2023,12,271,251.0
1/4/2023,16,271,244.0
1/4/2023,20,271,244.0
1/5/2023,0,271,247.0
1/5/2023,4,271,249.0
1/5/2023,8,271,250.0
1/5/2023,12,271,245.0
1/5/2023,16,271,240.0
1/5/2023,20,271,237.0
1/6/2023,0,271,249.0
1/6/2023,4,271,254.0
1/6/2023,8,271,258.0
1/6/2023,12,271,257.0
1/6/2023,16,271,241.0
1/6/2023,20,271,238.0
1/7/2023,0,271,245.0
1/7/2023,4,271,247.0
1/7/2023,8,271,249.0
1/7/2023,12,271,247.0
1/7/2023,16,271,229.0
1/7/2023,20,271,234.0
1/8/2023,0,271,241.0
1/8/2023,4,271,243.0
1/8/2023,8,271,243.0
1/8/2023,12,271,242.0
1/8/2023,16,271,236.0
1/8/2023,20,271,240.0
1/9/2023,0,271,249.0
1/9/2023,4,271,251.0
1/9/2023,8,271,251.0
1/9/2023,12,271,249.0
1/9/2023,16,271,251.0
1/9/2023,20,271,253.0
1/10/2023,0,271,257.0
1/10/2023,4,271,257.0
1/10/2023,8,271,257.0
1/10/2023,12,271,258.0
1/10/2023,16,271,247.0
1/10/2023,20,271,248.0
1/11/2023,0,271,254.0
1/11/2023,4,271,256.0
1/11/2023,8,271,255.0
1/11/2023,12,271,251.0
1/11/2023,16,271,236.0
1/11/2023,20,271,236.0
1/12/2023,0,271,242.0
1/12/2023,4,271,244.0
1/12/2023,8,271,245.0
1/12/2023,12,271,242.0
1/12/2023,16,271,224.0
1/12/2023,20,271,230.0
1/13/2023,0,271,235.0
1/13/2023,4,271,239.0
1/13/2023,8,271,243.0
1/13/2023,12,271,236.0
1/13/2023,16,271,223.0
1/13/2023,20,271,220.0
1/14/2023,0,271,228.0
1/14/2023,4,271,233.0
1/14/2023,8,271,233.0
1/14/2023,12,271,234.0
1/14/2023,16,271,214.0
1/14/2023,20,271,218.0
1/15/2023,0,271,227.0
1/15/2023,4,271,232.0
1/15/2023,8,271,232.0
1/15/2023,12,271,234.0
1/15/2023,16,271,221.0
1/15/2023,20,271,229.0
1/16/2023,0,271,234.0
1/16/2023,4,271,239.0
1/16/2023,8,271,239.0
1/16/2023,12,271,239.0
1/16/2023,16,271,231.0
1/16/2023,20,271,236.0
1/17/2023,0,271,243.0
1/17/2023,4,271,247.0
1/17/2023,8,271,246.0
1/17/2023,12,271,238.0
1/17/2023,16,271,223.0
1/17/2023,20,271,220.0
1/18/2023,0,271,229.0
1/18/2023,4,271,230.0
1/18/2023,8,271,229.0
1/18/2023,12,271,225.0
1/18/2023,16,271,205.0
1/18/2023,20,271,206.0
1/19/2023,0,271,209.0
1/19/2023,4,271,213.0
1/19/2023,8,271,216.0
1/19/2023,12,271,213.0
1/19/2023,16,271,188.0
1/19/2023,20,271,180.0
1/20/2023,0,271,181.0
1/20/2023,4,271,183.0
1/20/2023,8,271,183.0
1/20/2023,12,271,183.0
1/20/2023,16,271,160.0
1/20/2023,20,271,150.0
1/21/2023,0,271,155.0
1/21/2023,4,271,158.0
1/21/2023,8,271,160.0
1/21/2023,12,271,158.0
1/21/2023,16,271,136.0
1/21/2023,20,271,135.0
1/22/2023,0,271,139.0
1/22/2023,4,271,142.0
1/22/2023,8,271,144.0
1/22/2023,12,271,144.0
1/22/2023,16,271,140.0
1/22/2023,20,271,142.0
1/23/2023,0,271,148.0
1/23/2023,4,271,150.0
1/23/2023,8,271,150.0
1/23/2023,12,271,149.0
1/23/2023,16,271,146.0
1/23/2023,20,271,150.0
1/24/2023,0,271,154.0
1/24/2023,4,271,159.0
1/24/2023,8,271,161.0
1/24/2023,12,271,159.0
1/24/2023,16,271,156.0
1/24/2023,20,271,163.0
1/25/2023,0,271,166.0
1/25/2023,4,271,174.0
1/25/2023,8,271,176.0
1/25/2023,12,271,172.0
1/25/2023,16,271,169.0
1/25/2023,20,271,172.0
1/26/2023,0,271,182.0
1/26/2023,4,271,185.0
1/26/2023,8,271,185.0
1/26/2023,12,271,184.0
1/26/2023,16,271,171.0
1/26/2023,20,271,179.0
1/27/2023,0,271,180.0
1/27/2023,4,271,183.0
1/27/2023,8,271,184.0
1/27/2023,12,271,186.0
1/27/2023,16,271,176.0
1/27/2023,20,271,177.0
1/28/2023,0,271,186.0
1/28/2023,4,271,191.0
1/28/2023,8,271,195.0
1/28/2023,12,271,194.0
1/28/2023,16,271,186.0
1/28/2023,20,271,196.0
1/29/2023,0,271,198.0
1/29/2023,4,271,200.0
1/29/2023,8,271,200.0
1/29/2023,12,271,201.0
1/29/2023,16,271,200.0
1/29/2023,20,271,208.0
1/30/2023,0,271,213.0
1/30/2023,4,271,219.0
1/30/2023,8,271,225.0
1/30/2023,12,271,223.0
1/30/2023,16,271,219.0
1/30/2023,20,271,223.0
1/31/2023,0,271,234.0
1/31/2023,4,271,239.0
1/31/2023,8,271,243.0
1/31/2023,12,271,243.0
1/31/2023,16,271,230.0
1/31/2023,20,271,233.0
2/1/2023,0,271,248.0
2/1/2023,4,271,248.0
2/1/2023,8,271,249.0
2/1/2023,12,271,245.0
2/1/2023,16,271,220.0
2/1/2023,20,271,224.0
2/2/2023,0,271,234.0
2/2/2023,4,271,244.0
2/2/2023,8,271,245.0
2/2/2023,12,271,244.0
2/2/2023,16,271,236.0
2/2/2023,20,271,239.0
2/3/2023,0,271,245.0
2/3/2023,4,271,249.0
2/3/2023,8,271,251.0
2/3/2023,12,271,247.0
2/3/2023,16,271,227.0
2/3/2023,20,271,223.0
2/4/2023,0,271,229.0
2/4/2023,4,271,232.0
2/4/2023,8,271,233.0
2/4/2023,12,271,231.0
2/4/2023,16,271,216.0
2/4/2023,20,271,221.0
2/5/2023,0,271,225.0
2/5/2023,4,271,232.0
2/5/2023,8,271,234.0
2/5/2023,12,271,235.0
2/5/2023,16,271,226.0
2/5/2023,20,271,234.0
2/6/2023,0,271,242.0
2/6/2023,4,271,247.0
2/6/2023,8,271,247.0
2/6/2023,12,271,245.0
2/6/2023,16,271,244.0
2/6/2023,20,271,249.0
2/7/2023,0,271,256.0
2/7/2023,4,271,256.0
2/7/2023,8,271,256.0
2/7/2023,12,271,253.0
2/7/2023,16,271,243.0
2/7/2023,20,271,247.0
2/8/2023,0,271,255.0
2/8/2023,4,271,257.0
2/8/2023,8,271,257.0
2/8/2023,12,271,252.0
2/8/2023,16,271,240.0
2/8/2023,20,271,244.0
2/9/2023,0,271,252.0
2/9/2023,4,271,255.0
2/9/2023,8,271,256.0
2/9/2023,12,271,256.0
2/9/2023,16,271,243.0
2/9/2023,20,271,247.0
2/10/2023,0,271,256.0
2/10/2023,4,271,257.0
2/10/2023,8,271,257.0
2/10/2023,12,271,254.0
2/10/2023,16,271,248.0
2/10/2023,20,271,248.0
2/11/2023,0,271,254.0
2/11/2023,4,271,259.0
2/11/2023,8,271,260.0
2/11/2023,12,271,260.0
2/11/2023,16,271,250.0
2/11/2023,20,271,251.0
2/12/2023,0,271,256.0
2/12/2023,4,271,261.0
2/12/2023,8,271,261.0
2/12/2023,12,271,261.0
2/12/2023,16,271,253.0
2/12/2023,20,271,257.0
2/13/2023,0,271,258.0
2/13/2023,4,271,259.0
2/13/2023,8,271,259.0
2/13/2023,12,271,257.0
2/13/2023,16,271,244.0
2/13/2023,20,271,241.0
2/14/2023,0,271,249.0
2/14/2023,4,271,253.0
2/14/2023,8,271,256.0
2/14/2023,12,271,252.0
2/14/2023,16,271,248.0
2/14/2023,20,271,248.0
2/15/2023,0,271,254.0
2/15/2023,4,271,257.0
2/15/2023,8,271,259.0
2/15/2023,12,271,258.0
2/15/2023,16,271,246.0
2/15/2023,20,271,245.0
2/16/2023,0,271,251.0
2/16/2023,4,271,256.0
2/16/2023,8,271,256.0
2/16/2023,12,271,255.0
2/16/2023,16,271,246.0
2/16/2023,20,271,242.0
2/17/2023,0,271,248.0
2/17/2023,4,271,253.0
2/17/2023,8,271,254.0
2/17/2023,12,271,251.0
2/17/2023,16,271,234.0
2/17/2023,20,271,238.0
2/18/2023,0,271,245.0
2/18/2023,4,271,250.0
2/18/2023,8,271,251.0
2/18/2023,12,271,249.0
2/18/2023,16,271,241.0
2/18/2023,20,271,250.0
2/19/2023,0,271,257.0
