date,time_block,bed,total_patient_volume
4/14/2022,12,252,198.0
4/14/2022,16,252,186.0
4/14/2022,20,252,186.0
4/15/2022,0,252,194.0
4/15/2022,4,252,197.0
4/15/2022,8,252,197.0
4/15/2022,12,252,196.0
4/15/2022,16,252,178.0
4/15/2022,20,252,183.0
4/16/2022,0,252,188.0
4/16/2022,4,252,190.0
4/16/2022,8,252,193.0
4/16/2022,12,252,191.0
4/16/2022,16,252,183.0
4/16/2022,20,252,191.0
4/17/2022,0,252,197.0
4/17/2022,4,252,198.0
4/17/2022,8,252,199.0
4/17/2022,12,252,199.0
4/17/2022,16,252,192.0
4/17/2022,20,252,194.0
4/18/2022,0,252,197.0
4/18/2022,4,252,202.0
4/18/2022,8,252,203.0
4/18/2022,12,252,200.0
4/18/2022,16,252,194.0
4/18/2022,20,252,203.0
4/19/2022,0,252,205.0
4/19/2022,4,252,208.0
4/19/2022,8,252,208.0
4/19/2022,12,252,207.0
4/19/2022,16,252,200.0
4/19/2022,20,252,205.0
4/20/2022,0,252,206.0
4/20/2022,4,252,210.0
4/20/2022,8,252,213.0
4/20/2022,12,252,212.0
4/20/2022,16,252,199.0
4/20/2022,20,252,201.0
4/21/2022,0,252,209.0
4/21/2022,4,252,212.0
4/21/2022,8,252,214.0
4/21/2022,12,252,213.0
4/21/2022,16,252,200.0
4/21/2022,20,252,199.0
4/22/2022,0,252,198.0
4/22/2022,4,252,205.0
4/22/2022,8,252,207.0
4/22/2022,12,252,207.0
4/22/2022,16,252,187.0
4/22/2022,20,252,190.0
4/23/2022,0,252,201.0
4/23/2022,4,252,208.0
4/23/2022,8,252,211.0
4/23/2022,12,252,208.0
4/23/2022,16,252,194.0
4/23/2022,20,252,196.0
4/24/2022,0,252,203.0
4/24/2022,4,252,205.0
4/24/2022,8,252,205.0
4/24/2022,12,252,206.0
4/24/2022,16,252,193.0
4/24/2022,20,252,194.0
4/25/2022,0,252,197.0
4/25/2022,4,252,201.0
4/25/2022,8,252,203.0
4/25/2022,12,252,202.0
4/25/2022,16,252,194.0
4/25/2022,20,252,196.0
4/26/2022,0,252,205.0
4/26/2022,4,252,207.0
4/26/2022,8,252,212.0
4/26/2022,12,252,213.0
4/26/2022,16,252,195.0
4/26/2022,20,252,197.0
4/27/2022,0,252,206.0
4/27/2022,4,252,210.0
4/27/2022,8,252,210.0
4/27/2022,12,252,211.0
4/27/2022,16,252,191.0
4/27/2022,20,252,199.0
4/28/2022,0,252,203.0
4/28/2022,4,252,212.0
4/28/2022,8,252,213.0
4/28/2022,12,252,211.0
4/28/2022,16,252,191.0
4/28/2022,20,252,192.0
4/29/2022,0,252,202.0
4/29/2022,4,252,208.0
4/29/2022,8,252,209.0
4/29/2022,12,252,209.0
4/29/2022,16,252,197.0
4/29/2022,20,252,198.0
4/30/2022,0,252,203.0
4/30/2022,4,252,206.0
4/30/2022,8,252,208.0
4/30/2022,12,252,210.0
4/30/2022,16,252,186.0
4/30/2022,20,252,195.0
5/1/2022,0,252,200.0
5/1/2022,4,252,206.0
5/1/2022,8,252,207.0
5/1/2022,12,252,206.0
5/1/2022,16,252,193.0
5/1/2022,20,252,195.0
5/2/2022,0,252,195.0
5/2/2022,4,252,196.0
5/2/2022,8,252,198.0
5/2/2022,12,252,202.0
5/2/2022,16,252,195.0
5/2/2022,20,252,197.0
5/3/2022,0,252,199.0
5/3/2022,4,252,203.0
5/3/2022,8,252,205.0
5/3/2022,12,252,205.0
5/3/2022,16,252,207.0
5/3/2022,20,252,211.0
5/4/2022,0,252,215.0
5/4/2022,4,252,216.0
5/4/2022,8,252,218.0
5/4/2022,12,252,214.0
5/4/2022,16,252,208.0
5/4/2022,20,252,211.0
5/5/2022,0,252,216.0
5/5/2022,4,252,221.0
5/5/2022,8,252,221.0
5/5/2022,12,252,217.0
5/5/2022,16,252,202.0
5/5/2022,20,252,208.0
5/6/2022,0,252,211.0
5/6/2022,4,252,216.0
5/6/2022,8,252,217.0
5/6/2022,12,252,213.0
5/6/2022,16,252,189.0
5/6/2022,20,252,192.0
5/7/2022,0,252,195.0
5/7/2022,4,252,198.0
5/7/2022,8,252,199.0
5/7/2022,12,252,199.0
5/7/2022,16,252,179.0
5/7/2022,20,252,182.0
5/8/2022,0,252,190.0
5/8/2022,4,252,193.0
5/8/2022,8,252,195.0
5/8/2022,12,252,194.0
5/8/2022,16,252,188.0
5/8/2022,20,252,188.0
5/9/2022,0,252,190.0
5/9/2022,4,252,195.0
5/9/2022,8,252,196.0
5/9/2022,12,252,192.0
5/9/2022,16,252,188.0
5/9/2022,20,252,191.0
5/10/2022,0,252,200.0
5/10/2022,4,252,203.0
5/10/2022,8,252,204.0
5/10/2022,12,252,208.0
5/10/2022,16,252,191.0
5/10/2022,20,252,196.0
5/11/2022,0,252,201.0
5/11/2022,4,252,207.0
5/11/2022,8,252,211.0
5/11/2022,12,252,210.0
5/11/2022,16,252,191.0
5/11/2022,20,252,195.0
5/12/2022,0,252,200.0
5/12/2022,4,252,204.0
5/12/2022,8,252,207.0
5/12/2022,12,252,206.0
5/12/2022,16,252,195.0
5/12/2022,20,252,199.0
5/13/2022,0,252,202.0
5/13/2022,4,252,209.0
5/13/2022,8,252,211.0
5/13/2022,12,252,206.0
5/13/2022,16,252,186.0
5/13/2022,20,252,190.0
5/14/2022,0,252,198.0
5/14/2022,4,252,205.0
5/14/2022,8,252,206.0
5/14/2022,12,252,205.0
5/14/2022,16,252,191.0
5/14/2022,20,252,191.0
5/15/2022,0,252,198.0
5/15/2022,4,252,201.0
5/15/2022,8,252,202.0
5/15/2022,12,252,201.0
5/15/2022,16,252,186.0
5/15/2022,20,252,191.0
5/16/2022,0,252,196.0
5/16/2022,4,252,201.0
5/16/2022,8,252,201.0
5/16/2022,12,252,200.0
5/16/2022,16,252,188.0
5/16/2022,20,252,198.0
5/17/2022,0,252,201.0
5/17/2022,4,252,201.0
5/17/2022,8,252,201.0
5/17/2022,12,252,201.0
5/17/2022,16,252,196.0
5/17/2022,20,252,201.0
5/18/2022,0,252,209.0
5/18/2022,4,252,211.0
5/18/2022,8,252,211.0
5/18/2022,12,252,208.0
5/18/2022,16,252,195.0
5/18/2022,20,252,196.0
5/19/2022,0,252,202.0
5/19/2022,4,252,205.0
5/19/2022,8,252,206.0
5/19/2022,12,252,203.0
5/19/2022,16,252,198.0
5/19/2022,20,252,195.0
5/20/2022,0,252,206.0
5/20/2022,4,252,208.0
5/20/2022,8,252,206.0
5/20/2022,12,252,203.0
5/20/2022,16,252,189.0
5/20/2022,20,252,192.0
5/21/2022,0,252,202.0
5/21/2022,4,252,204.0
5/21/2022,8,252,206.0
5/21/2022,12,252,203.0
5/21/2022,16,252,185.0
5/21/2022,20,252,190.0
5/22/2022,0,252,194.0
5/22/2022,4,252,196.0
5/22/2022,8,252,201.0
5/22/2022,12,252,203.0
5/22/2022,16,252,195.0
5/22/2022,20,252,198.0
5/23/2022,0,252,205.0
5/23/2022,4,252,209.0
5/23/2022,8,252,213.0
5/23/2022,12,252,211.0
5/23/2022,16,252,202.0
5/23/2022,20,252,209.0
5/24/2022,0,252,214.0
5/24/2022,4,252,217.0
5/24/2022,8,252,220.0
5/24/2022,12,252,218.0
5/24/2022,16,252,207.0
5/24/2022,20,252,207.0
5/25/2022,0,252,215.0
5/25/2022,4,252,219.0
5/25/2022,8,252,221.0
5/25/2022,12,252,220.0
5/25/2022,16,252,196.0
5/25/2022,20,252,197.0
5/26/2022,0,252,200.0
5/26/2022,4,252,205.0
5/26/2022,8,252,208.0
5/26/2022,12,252,209.0
5/26/2022,16,252,201.0
5/26/2022,20,252,207.0
5/27/2022,0,252,211.0
5/27/2022,4,252,214.0
5/27/2022,8,252,214.0
5/27/2022,12,252,212.0
5/27/2022,16,252,192.0
5/27/2022,20,252,192.0
5/28/2022,0,252,201.0
5/28/2022,4,252,212.0
5/28/2022,8,252,216.0
5/28/2022,12,252,216.0
5/28/2022,16,252,201.0
5/28/2022,20,252,204.0
5/29/2022,0,252,209.0
5/29/2022,4,252,212.0
5/29/2022,8,252,213.0
5/29/2022,12,252,214.0
5/29/2022,16,252,211.0
5/29/2022,20,252,218.0
5/30/2022,0,252,221.0
5/30/2022,4,252,227.0
5/30/2022,8,252,227.0
5/30/2022,12,252,227.0
5/30/2022,16,252,216.0
5/30/2022,20,252,222.0
5/31/2022,0,252,226.0
5/31/2022,4,252,232.0
5/31/2022,8,252,232.0
5/31/2022,12,252,224.0
5/31/2022,16,252,210.0
5/31/2022,20,252,210.0
6/1/2022,0,252,213.0
6/1/2022,4,252,217.0
6/1/2022,8,252,218.0
6/1/2022,12,252,208.0
6/1/2022,16,252,192.0
6/1/2022,20,252,196.0
6/2/2022,0,252,197.0
6/2/2022,4,252,208.0
6/2/2022,8,252,209.0
6/2/2022,12,252,210.0
6/2/2022,16,252,197.0
6/2/2022,20,252,203.0
6/3/2022,0,252,212.0
6/3/2022,4,252,215.0
6/3/2022,8,252,217.0
6/3/2022,12,252,216.0
6/3/2022,16,252,195.0
6/3/2022,20,252,190.0
6/4/2022,0,252,195.0
6/4/2022,4,252,203.0
6/4/2022,8,252,206.0
6/4/2022,12,252,208.0
6/4/2022,16,252,197.0
6/4/2022,20,252,202.0
6/5/2022,0,252,206.0
6/5/2022,4,252,210.0
6/5/2022,8,252,210.0
6/5/2022,12,252,210.0
6/5/2022,16,252,202.0
6/5/2022,20,252,205.0
6/6/2022,0,252,208.0
6/6/2022,4,252,211.0
6/6/2022,8,252,212.0
6/6/2022,12,252,212.0
6/6/2022,16,252,202.0
6/6/2022,20,252,208.0
6/7/2022,0,252,208.0
6/7/2022,4,252,211.0
6/7/2022,8,252,214.0
6/7/2022,12,252,214.0
6/7/2022,16,252,205.0
6/7/2022,20,252,210.0
6/8/2022,0,252,212.0
6/8/2022,4,252,215.0
6/8/2022,8,252,216.0
6/8/2022,12,252,213.0
6/8/2022,16,252,199.0
6/8/2022,20,252,197.0
6/9/2022,0,252,203.0
6/9/2022,4,252,206.0
6/9/2022,8,252,209.0
6/9/2022,12,252,210.0
6/9/2022,16,252,200.0
6/9/2022,20,252,201.0
6/10/2022,0,252,205.0
6/10/2022,4,252,210.0
6/10/2022,8,252,209.0
6/10/2022,12,252,205.0
6/10/2022,16,252,189.0
6/10/2022,20,252,189.0
6/11/2022,0,252,189.0
6/11/2022,4,252,196.0
6/11/2022,8,252,199.0
6/11/2022,12,252,197.0
6/11/2022,16,252,182.0
6/11/2022,20,252,190.0
6/12/2022,0,252,193.0
6/12/2022,4,252,197.0
6/12/2022,8,252,197.0
6/12/2022,12,252,195.0
6/12/2022,16,252,189.0
6/12/2022,20,252,192.0
6/13/2022,0,252,193.0
6/13/2022,4,252,197.0
6/13/2022,8,252,199.0
6/13/2022,12,252,198.0
6/13/2022,16,252,186.0
6/13/2022,20,252,187.0
6/14/2022,0,252,189.0
6/14/2022,4,252,196.0
6/14/2022,8,252,196.0
6/14/2022,12,252,197.0
6/14/2022,16,252,192.0
6/14/2022,20,252,199.0
6/15/2022,0,252,204.0
6/15/2022,4,252,207.0
6/15/2022,8,252,209.0
6/15/2022,12,252,204.0
6/15/2022,16,252,185.0
6/15/2022,20,252,197.0
6/16/2022,0,252,201.0
6/16/2022,4,252,206.0
6/16/2022,8,252,207.0
6/16/2022,12,252,205.0
6/16/2022,16,252,186.0
6/16/2022,20,252,187.0
6/17/2022,0,252,190.0
6/17/2022,4,252,197.0
6/17/2022,8,252,200.0
6/17/2022,12,252,199.0
6/17/2022,16,252,168.0
6/17/2022,20,252,171.0
6/18/2022,0,252,175.0
6/18/2022,4,252,186.0
6/18/2022,8,252,188.0
6/18/2022,12,252,189.0
6/18/2022,16,252,173.0
6/18/2022,20,252,176.0
6/19/2022,0,252,180.0
6/19/2022,4,252,184.0
6/19/2022,8,252,187.0
6/19/2022,12,252,187.0
6/19/2022,16,252,182.0
6/19/2022,20,252,188.0
6/20/2022,0,252,189.0
6/20/2022,4,252,190.0
6/20/2022,8,252,191.0
6/20/2022,12,252,191.0
6/20/2022,16,252,185.0
6/20/2022,20,252,189.0
6/21/2022,0,252,196.0
6/21/2022,4,252,200.0
6/21/2022,8,252,206.0
6/21/2022,12,252,208.0
6/21/2022,16,252,195.0
6/21/2022,20,252,201.0
6/22/2022,0,252,209.0
6/22/2022,4,252,214.0
6/22/2022,8,252,217.0
6/22/2022,12,252,216.0
6/22/2022,16,252,194.0
6/22/2022,20,252,198.0
6/23/2022,0,252,202.0
6/23/2022,4,252,212.0
6/23/2022,8,252,214.0
6/23/2022,12,252,206.0
6/23/2022,16,252,189.0
6/23/2022,20,252,189.0
6/24/2022,0,252,197.0
6/24/2022,4,252,202.0
6/24/2022,8,252,204.0
6/24/2022,12,252,201.0
6/24/2022,16,252,190.0
6/24/2022,20,252,190.0
6/25/2022,0,252,196.0
6/25/2022,4,252,202.0
6/25/2022,8,252,206.0
6/25/2022,12,252,207.0
6/25/2022,16,252,193.0
6/25/2022,20,252,201.0
6/26/2022,0,252,209.0
6/26/2022,4,252,212.0
6/26/2022,8,252,213.0
6/26/2022,12,252,212.0
6/26/2022,16,252,197.0
6/26/2022,20,252,203.0
6/27/2022,0,252,208.0
6/27/2022,4,252,215.0
6/27/2022,8,252,217.0
6/27/2022,12,252,217.0
6/27/2022,16,252,214.0
6/27/2022,20,252,216.0
6/28/2022,0,252,220.0
6/28/2022,4,252,222.0
6/28/2022,8,252,223.0
6/28/2022,12,252,222.0
6/28/2022,16,252,201.0
6/28/2022,20,252,200.0
6/29/2022,0,252,209.0
6/29/2022,4,252,211.0
6/29/2022,8,252,215.0
6/29/2022,12,252,216.0
6/29/2022,16,252,208.0
6/29/2022,20,252,210.0
6/30/2022,0,252,218.0
6/30/2022,4,252,228.0
6/30/2022,8,252,230.0
6/30/2022,12,252,232.0
6/30/2022,16,252,225.0
6/30/2022,20,252,223.0
7/1/2022,0,252,225.0
7/1/2022,4,252,228.0
7/1/2022,8,252,228.0
7/1/2022,12,252,224.0
7/1/2022,16,252,201.0
7/1/2022,20,252,200.0
7/2/2022,0,252,215.0
7/2/2022,4,252,220.0
7/2/2022,8,252,223.0
7/2/2022,12,252,223.0
7/2/2022,16,252,203.0
7/2/2022,20,252,211.0
7/3/2022,0,252,217.0
7/3/2022,4,252,222.0
7/3/2022,8,252,226.0
7/3/2022,12,252,226.0
7/3/2022,16,252,221.0
7/3/2022,20,252,228.0
7/4/2022,0,252,228.0
7/4/2022,4,252,229.0
7/4/2022,8,252,229.0
7/4/2022,12,252,230.0
7/4/2022,16,252,216.0
7/4/2022,20,252,219.0
7/5/2022,0,252,227.0
7/5/2022,4,252,228.0
7/5/2022,8,252,231.0
7/5/2022,12,252,226.0
7/5/2022,16,252,219.0
7/5/2022,20,252,219.0
7/6/2022,0,252,222.0
7/6/2022,4,252,224.0
7/6/2022,8,252,225.0
7/6/2022,12,252,224.0
7/6/2022,16,252,216.0
7/6/2022,20,252,217.0
7/7/2022,0,252,224.0
7/7/2022,4,252,226.0
7/7/2022,8,252,225.0
7/7/2022,12,252,224.0
7/7/2022,16,252,210.0
7/7/2022,20,252,212.0
7/8/2022,0,252,214.0
7/8/2022,4,252,218.0
7/8/2022,8,252,219.0
7/8/2022,12,252,221.0
7/8/2022,16,252,204.0
7/8/2022,20,252,202.0
7/9/2022,0,252,207.0
7/9/2022,4,252,210.0
7/9/2022,8,252,214.0
7/9/2022,12,252,214.0
7/9/2022,16,252,193.0
7/9/2022,20,252,193.0
7/10/2022,0,252,199.0
7/10/2022,4,252,206.0
7/10/2022,8,252,208.0
7/10/2022,12,252,209.0
7/10/2022,16,252,203.0
7/10/2022,20,252,205.0
7/11/2022,0,252,213.0
7/11/2022,4,252,213.0
7/11/2022,8,252,214.0
7/11/2022,12,252,213.0
7/11/2022,16,252,203.0
7/11/2022,20,252,213.0
7/12/2022,0,252,222.0
7/12/2022,4,252,227.0
7/12/2022,8,252,229.0
7/12/2022,12,252,230.0
7/12/2022,16,252,221.0
7/12/2022,20,252,217.0
7/13/2022,0,252,222.0
7/13/2022,4,252,227.0
7/13/2022,8,252,228.0
7/13/2022,12,252,229.0
7/13/2022,16,252,221.0
7/13/2022,20,252,227.0
7/14/2022,0,252,229.0
7/14/2022,4,252,231.0
7/14/2022,8,252,231.0
7/14/2022,12,252,230.0
7/14/2022,16,252,210.0
7/14/2022,20,252,208.0
7/15/2022,0,252,212.0
7/15/2022,4,252,213.0
7/15/2022,8,252,214.0
7/15/2022,12,252,213.0
7/15/2022,16,252,195.0
7/15/2022,20,252,201.0
7/16/2022,0,252,204.0
7/16/2022,4,252,207.0
7/16/2022,8,252,208.0
7/16/2022,12,252,208.0
7/16/2022,16,252,197.0
7/16/2022,20,252,202.0
7/17/2022,0,252,212.0
7/17/2022,4,252,214.0
7/17/2022,8,252,217.0
7/17/2022,12,252,217.0
7/17/2022,16,252,210.0
7/17/2022,20,252,213.0
7/18/2022,0,252,215.0
7/18/2022,4,252,222.0
7/18/2022,8,252,224.0
7/18/2022,12,252,222.0
7/18/2022,16,252,218.0
7/18/2022,20,252,223.0
7/19/2022,0,252,233.0
7/19/2022,4,252,234.0
7/19/2022,8,252,234.0
7/19/2022,12,252,234.0
7/19/2022,16,252,214.0
7/19/2022,20,252,214.0
7/20/2022,0,252,217.0
7/20/2022,4,252,218.0
7/20/2022,8,252,218.0
7/20/2022,12,252,217.0
7/20/2022,16,252,204.0
7/20/2022,20,252,204.0
7/21/2022,0,252,208.0
7/21/2022,4,252,210.0
7/21/2022,8,252,209.0
7/21/2022,12,252,210.0
7/21/2022,16,252,195.0
7/21/2022,20,252,192.0
7/22/2022,0,252,194.0
7/22/2022,4,252,198.0
7/22/2022,8,252,201.0
7/22/2022,12,252,202.0
7/22/2022,16,252,194.0
7/22/2022,20,252,181.0
7/23/2022,0,252,186.0
7/23/2022,4,252,189.0
7/23/2022,8,252,192.0
7/23/2022,12,252,193.0
7/23/2022,16,252,188.0
7/23/2022,20,252,195.0
7/24/2022,0,252,200.0
7/24/2022,4,252,203.0
7/24/2022,8,252,203.0
7/24/2022,12,252,205.0
7/24/2022,16,252,199.0
7/24/2022,20,252,198.0
7/25/2022,0,252,203.0
7/25/2022,4,252,203.0
7/25/2022,8,252,203.0
7/25/2022,12,252,204.0
7/25/2022,16,252,210.0
7/25/2022,20,252,207.0
7/26/2022,0,252,213.0
7/26/2022,4,252,218.0
7/26/2022,8,252,218.0
7/26/2022,12,252,217.0
7/26/2022,16,252,202.0
7/26/2022,20,252,204.0
7/27/2022,0,252,206.0
7/27/2022,4,252,210.0
7/27/2022,8,252,212.0
7/27/2022,12,252,212.0
7/27/2022,16,252,196.0
7/27/2022,20,252,205.0
7/28/2022,0,252,209.0
7/28/2022,4,252,212.0
7/28/2022,8,252,216.0
7/28/2022,12,252,215.0
7/28/2022,16,252,211.0
7/28/2022,20,252,217.0
7/29/2022,0,252,223.0
7/29/2022,4,252,226.0
7/29/2022,8,252,228.0
7/29/2022,12,252,227.0
7/29/2022,16,252,216.0
7/29/2022,20,252,218.0
7/30/2022,0,252,223.0
7/30/2022,4,252,226.0
7/30/2022,8,252,227.0
7/30/2022,12,252,227.0
7/30/2022,16,252,210.0
7/30/2022,20,252,218.0
7/31/2022,0,252,222.0
7/31/2022,4,252,228.0
7/31/2022,8,252,228.0
7/31/2022,12,252,229.0
7/31/2022,16,252,221.0
7/31/2022,20,252,223.0
8/1/2022,0,252,228.0
8/1/2022,4,252,228.0
8/1/2022,8,252,228.0
8/1/2022,12,252,226.0
8/1/2022,16,252,224.0
8/1/2022,20,252,226.0
8/2/2022,0,252,231.0
8/2/2022,4,252,232.0
8/2/2022,8,252,233.0
8/2/2022,12,252,231.0
8/2/2022,16,252,222.0
8/2/2022,20,252,220.0
8/3/2022,0,252,228.0
8/3/2022,4,252,228.0
8/3/2022,8,252,229.0
8/3/2022,12,252,228.0
8/3/2022,16,252,213.0
8/3/2022,20,252,210.0
8/4/2022,0,252,221.0
8/4/2022,4,252,224.0
8/4/2022,8,252,225.0
8/4/2022,12,252,221.0
8/4/2022,16,252,211.0
8/4/2022,20,252,218.0
8/5/2022,0,252,222.0
8/5/2022,4,252,226.0
8/5/2022,8,252,226.0
8/5/2022,12,252,225.0
8/5/2022,16,252,209.0
8/5/2022,20,252,208.0
8/6/2022,0,252,211.0
8/6/2022,4,252,213.0
8/6/2022,8,252,214.0
8/6/2022,12,252,212.0
8/6/2022,16,252,195.0
8/6/2022,20,252,204.0
8/7/2022,0,252,206.0
8/7/2022,4,252,207.0
8/7/2022,8,252,208.0
8/7/2022,12,252,212.0
8/7/2022,16,252,196.0
8/7/2022,20,252,201.0
8/8/2022,0,252,204.0
8/8/2022,4,252,205.0
8/8/2022,8,252,206.0
8/8/2022,12,252,204.0
8/8/2022,16,252,203.0
8/8/2022,20,252,205.0
8/9/2022,0,252,209.0
8/9/2022,4,252,214.0
8/9/2022,8,252,214.0
8/9/2022,12,252,212.0
8/9/2022,16,252,203.0
8/9/2022,20,252,209.0
8/10/2022,0,252,209.0
8/10/2022,4,252,213.0
8/10/2022,8,252,213.0
8/10/2022,12,252,209.0
8/10/2022,16,252,198.0
8/10/2022,20,252,201.0
8/11/2022,0,252,210.0
8/11/2022,4,252,215.0
8/11/2022,8,252,217.0
8/11/2022,12,252,214.0
8/11/2022,16,252,199.0
8/11/2022,20,252,209.0
8/12/2022,0,252,216.0
8/12/2022,4,252,220.0
8/12/2022,8,252,220.0
8/12/2022,12,252,221.0
8/12/2022,16,252,199.0
8/12/2022,20,252,203.0
8/13/2022,0,252,209.0
8/13/2022,4,252,213.0
8/13/2022,8,252,212.0
8/13/2022,12,252,210.0
8/13/2022,16,252,194.0
8/13/2022,20,252,200.0
8/14/2022,0,252,206.0
8/14/2022,4,252,209.0
8/14/2022,8,252,210.0
8/14/2022,12,252,213.0
8/14/2022,16,252,206.0
8/14/2022,20,252,213.0
8/15/2022,0,252,217.0
8/15/2022,4,252,222.0
8/15/2022,8,252,222.0
8/15/2022,12,252,222.0
8/15/2022,16,252,217.0
8/15/2022,20,252,224.0
8/16/2022,0,252,227.0
8/16/2022,4,252,227.0
8/16/2022,8,252,227.0
8/16/2022,12,252,226.0
8/16/2022,16,252,210.0
8/16/2022,20,252,212.0
8/17/2022,0,252,213.0
8/17/2022,4,252,215.0
8/17/2022,8,252,216.0
8/17/2022,12,252,213.0
8/17/2022,16,252,204.0
8/17/2022,20,252,208.0
8/18/2022,0,252,217.0
8/18/2022,4,252,220.0
8/18/2022,8,252,221.0
8/18/2022,12,252,218.0
8/18/2022,16,252,208.0
8/18/2022,20,252,214.0
8/19/2022,0,252,228.0
8/19/2022,4,252,231.0
8/19/2022,8,252,231.0
8/19/2022,12,252,224.0
8/19/2022,16,252,213.0
8/19/2022,20,252,208.0
8/20/2022,0,252,213.0
8/20/2022,4,252,220.0
8/20/2022,8,252,221.0
8/20/2022,12,252,219.0
8/20/2022,16,252,205.0
8/20/2022,20,252,207.0
8/21/2022,0,252,208.0
8/21/2022,4,252,210.0
8/21/2022,8,252,212.0
8/21/2022,12,252,215.0
8/21/2022,16,252,205.0
8/21/2022,20,252,211.0
8/22/2022,0,252,214.0
8/22/2022,4,252,216.0
8/22/2022,8,252,216.0
8/22/2022,12,252,218.0
8/22/2022,16,252,203.0
8/22/2022,20,252,201.0
8/23/2022,0,252,206.0
8/23/2022,4,252,215.0
8/23/2022,8,252,220.0
8/23/2022,12,252,213.0
8/23/2022,16,252,193.0
8/23/2022,20,252,196.0
8/24/2022,0,252,203.0
8/24/2022,4,252,214.0
8/24/2022,8,252,216.0
8/24/2022,12,252,215.0
8/24/2022,16,252,199.0
8/24/2022,20,252,212.0
8/25/2022,0,252,218.0
8/25/2022,4,252,222.0
8/25/2022,8,252,221.0
8/25/2022,12,252,217.0
8/25/2022,16,252,203.0
8/25/2022,20,252,202.0
8/26/2022,0,252,210.0
8/26/2022,4,252,214.0
8/26/2022,8,252,215.0
8/26/2022,12,252,213.0
8/26/2022,16,252,188.0
8/26/2022,20,252,183.0
8/27/2022,0,252,187.0
8/27/2022,4,252,193.0
8/27/2022,8,252,192.0
8/27/2022,12,252,191.0
8/27/2022,16,252,181.0
8/27/2022,20,252,189.0
8/28/2022,0,252,191.0
8/28/2022,4,252,197.0
8/28/2022,8,252,200.0
8/28/2022,12,252,198.0
8/28/2022,16,252,192.0
8/28/2022,20,252,198.0
8/29/2022,0,252,206.0
8/29/2022,4,252,209.0
8/29/2022,8,252,211.0
8/29/2022,12,252,208.0
8/29/2022,16,252,206.0
8/29/2022,20,252,205.0
8/30/2022,0,252,209.0
8/30/2022,4,252,214.0
8/30/2022,8,252,214.0
8/30/2022,12,252,209.0
8/30/2022,16,252,195.0
8/30/2022,20,252,196.0
8/31/2022,0,252,200.0
8/31/2022,4,252,205.0
8/31/2022,8,252,209.0
8/31/2022,12,252,208.0
8/31/2022,16,252,198.0
8/31/2022,20,252,204.0
9/1/2022,0,252,210.0
9/1/2022,4,252,216.0
9/1/2022,8,252,216.0
9/1/2022,12,252,213.0
9/1/2022,16,252,198.0
9/1/2022,20,252,201.0
9/2/2022,0,252,210.0
9/2/2022,4,252,213.0
9/2/2022,8,252,215.0
9/2/2022,12,252,216.0
9/2/2022,16,252,202.0
9/2/2022,20,252,198.0
9/3/2022,0,252,205.0
9/3/2022,4,252,211.0
9/3/2022,8,252,212.0
9/3/2022,12,252,211.0
9/3/2022,16,252,189.0
9/3/2022,20,252,192.0
9/4/2022,0,252,199.0
9/4/2022,4,252,202.0
9/4/2022,8,252,204.0
9/4/2022,12,252,205.0
9/4/2022,16,252,193.0
9/4/2022,20,252,195.0
9/5/2022,0,252,198.0
9/5/2022,4,252,207.0
9/5/2022,8,252,207.0
9/5/2022,12,252,205.0
9/5/2022,16,252,199.0
9/5/2022,20,252,194.0
9/6/2022,0,252,203.0
9/6/2022,4,252,209.0
9/6/2022,8,252,209.0
9/6/2022,12,252,204.0
9/6/2022,16,252,193.0
9/6/2022,20,252,201.0
9/7/2022,0,252,212.0
9/7/2022,4,252,216.0
9/7/2022,8,252,218.0
9/7/2022,12,252,216.0
9/7/2022,16,252,199.0
9/7/2022,20,252,200.0
9/8/2022,0,252,201.0
9/8/2022,4,252,205.0
9/8/2022,8,252,208.0
9/8/2022,12,252,208.0
9/8/2022,16,252,199.0
9/8/2022,20,252,202.0
9/9/2022,0,252,205.0
9/9/2022,4,252,210.0
9/9/2022,8,252,213.0
9/9/2022,12,252,212.0
9/9/2022,16,252,192.0
9/9/2022,20,252,190.0
9/10/2022,0,252,203.0
9/10/2022,4,252,207.0
9/10/2022,8,252,209.0
9/10/2022,12,252,211.0
9/10/2022,16,252,193.0
9/10/2022,20,252,199.0
9/11/2022,0,252,203.0
9/11/2022,4,252,206.0
9/11/2022,8,252,210.0
9/11/2022,12,252,211.0
9/11/2022,16,252,200.0
9/11/2022,20,252,207.0
9/12/2022,0,252,209.0
9/12/2022,4,252,209.0
9/12/2022,8,252,211.0
9/12/2022,12,252,211.0
9/12/2022,16,252,203.0
9/12/2022,20,252,210.0
9/13/2022,0,252,215.0
9/13/2022,4,252,219.0
9/13/2022,8,252,219.0
9/13/2022,12,252,218.0
9/13/2022,16,252,201.0
9/13/2022,20,252,211.0
9/14/2022,0,252,215.0
9/14/2022,4,252,222.0
9/14/2022,8,252,222.0
9/14/2022,12,252,218.0
9/14/2022,16,252,201.0
9/14/2022,20,252,209.0
9/15/2022,0,252,217.0
9/15/2022,4,252,220.0
9/15/2022,8,252,223.0
9/15/2022,12,252,222.0
9/15/2022,16,252,209.0
9/15/2022,20,252,211.0
9/16/2022,0,252,218.0
9/16/2022,4,252,224.0
9/16/2022,8,252,225.0
9/16/2022,12,252,225.0
9/16/2022,16,252,206.0
